ferme_id,producteur_nom,coop_id,village,departement,region,surface_ha,annee_installation
8617,Aminata Traoré,38,Vavoua,Daloa,Sassandra-Marahoué,2.98,1999
8618,Aïcha Ouattara,71,Divo,Gagnoa,Gôh-Djiboua,3.79,1992
8619,Yves Coulibaly,110,San-Pédro,San-Pédro,Bas-Sassandra,4.29,1993
8620,Yves Diabaté,61,Soubré,San-Pédro,Bas-Sassandra,6.84,2013
8621,Gaston Koné,45,Guiglo,Man,Montagnes,5.76,2014
8622,Gaston Coulibaly,65,Vavoua,Daloa,Sassandra-Marahoué,4.45,2002
8623,Abdou Koné,90,Bingerville,Abidjan,Lagunes,6.52,2020
8624,Yacouba Assé,111,Sassandra,San-Pédro,Bas-Sassandra,1.34,1998
8625,Moussa Koné,71,Agboville,Agboville,Agnéby-Tiassa,1.3,2006
8626,Kouadio Ouattara,100,Issia,Daloa,Sassandra-Marahoué,4.59,1990
8627,Aristide Ouattara,102,Tiassalé,Agboville,Agnéby-Tiassa,2.0,2016
8628,Kouadio Touré,79,Vavoua,Daloa,Sassandra-Marahoué,0.94,2000
8629,Aristide Ouattara,10,Guiglo,Man,Montagnes,3.66,1992
8630,Yao Kouamé,104,Daloa,Daloa,Sassandra-Marahoué,4.04,2020
8631,Aminata Kacou,14,Divo,Gagnoa,Gôh-Djiboua,4.02,2010
8632,Cédric Soro,31,Agboville,Agboville,Agnéby-Tiassa,2.67,2000
8633,Mariam Bamba,57,Oumé,Gagnoa,Fromager,5.62,1999
8634,Aya Kouassi,95,Abidjan,Abidjan,Lagunes,1.46,2007
8635,Didier Assé,4,Anyama,Abidjan,Lagunes,3.1,2005
8636,Kouakou Bamba,32,Toumodi,Yamoussoukro,Lacs,1.94,2012
8637,Didier Coulibaly,62,Ouragahio,Gagnoa,Fromager,2.25,2011
8638,Gaston Kouassi,97,Anyama,Abidjan,Lagunes,1.59,2018
8639,Fatou Kacou,25,Anyama,Abidjan,Lagunes,2.12,2018
8640,Adjoba Ouattara,61,Man,Man,Montagnes,1.93,1998
8641,Ibrahim Kouamé,93,Sassandra,San-Pédro,Bas-Sassandra,3.04,2020
8642,Aristide N’Guessan,91,Guiglo,Man,Montagnes,3.76,1990
8643,Kouakou Soro,95,Anyama,Abidjan,Lagunes,3.81,2005
8644,Kouadio Bamba,23,Lakota,Gagnoa,Gôh-Djiboua,4.25,2003
8645,Mariam Soro,52,Issia,Daloa,Sassandra-Marahoué,4.67,2005
8646,Ismaël Diabaté,56,Sassandra,San-Pédro,Bas-Sassandra,5.98,1993
8647,Aminata Traoré,85,Yamoussoukro,Yamoussoukro,Lacs,4.8,2018
8648,Fatou Yao,32,Gagnoa,Gagnoa,Gôh-Djiboua,3.31,2008
8649,Arnaud Touré,1,Vavoua,Daloa,Sassandra-Marahoué,2.14,1995
8650,Aya Kouassi,97,Gagnoa,Gagnoa,Gôh-Djiboua,4.04,2005
8651,Yves Koné,47,Guiglo,Man,Montagnes,3.87,2014
8652,Cédric Kacou,60,Issia,Daloa,Sassandra-Marahoué,2.08,2006
8653,Adjoba Touré,119,Anyama,Abidjan,Lagunes,2.73,1993
8654,Koffi Kacou,101,Soubré,San-Pédro,Bas-Sassandra,2.98,1995
8655,Adjoba Touré,35,Toumodi,Yamoussoukro,Lacs,1.72,2013
8656,Salimata Coulibaly,108,Yamoussoukro,Yamoussoukro,Lacs,2.89,1997
8657,Salimata Soro,43,Yamoussoukro,Yamoussoukro,Lacs,3.09,1995
8658,Koffi Touré,28,Gagnoa,Gagnoa,Gôh-Djiboua,5.05,2021
8659,Aristide Kacou,34,Abidjan,Abidjan,Lagunes,4.71,1996
8660,Yves Coulibaly,37,Divo,Gagnoa,Gôh-Djiboua,5.71,2005
8661,Adjoba N’Guessan,51,Sassandra,San-Pédro,Bas-Sassandra,6.75,2007
8662,Moussa Yao,42,Man,Man,Montagnes,3.04,2005
8663,Aya Kouamé,106,Toumodi,Yamoussoukro,Lacs,1.84,1998
8664,Yao Assé,56,Anyama,Abidjan,Lagunes,4.27,2001
8665,Aristide Touré,55,Anyama,Abidjan,Lagunes,3.49,1995
8666,Yacouba Soro,67,Yamoussoukro,Yamoussoukro,Lacs,4.83,2013
8667,Aïcha Kouamé,45,Divo,Gagnoa,Gôh-Djiboua,3.42,1998
8668,Mariam Yao,90,Bingerville,Abidjan,Lagunes,4.44,2001
8669,Ibrahim Bamba,94,Daloa,Daloa,Sassandra-Marahoué,1.1,2016
8670,Ibrahim Koné,67,Abidjan,Abidjan,Lagunes,6.52,2018
8671,Arnaud Kacou,76,Soubré,San-Pédro,Bas-Sassandra,2.17,2012
8672,Gaston Dosso,115,Sassandra,San-Pédro,Bas-Sassandra,3.94,2003
8673,Gaston Dosso,57,Vavoua,Daloa,Sassandra-Marahoué,0.78,1995
8674,Kouakou Assé,12,Issia,Daloa,Sassandra-Marahoué,4.6,2011
8675,Ibrahim Coulibaly,118,Soubré,San-Pédro,Bas-Sassandra,6.43,2011
8676,Aïcha Fofana,118,San-Pédro,San-Pédro,Bas-Sassandra,2.48,1996
8677,Moussa Kouassi,93,Vavoua,Daloa,Sassandra-Marahoué,1.5,2005
8678,Aya Kacou,59,Agboville,Agboville,Agnéby-Tiassa,2.78,1991
8679,Didier Kacou,15,Lakota,Gagnoa,Gôh-Djiboua,3.65,2014
8680,Aristide Kouamé,73,Tiassalé,Agboville,Agnéby-Tiassa,7.94,2018
8681,Kouadio Bamba,26,Anyama,Abidjan,Lagunes,4.5,2009
8682,Aya Diabaté,46,Sassandra,San-Pédro,Bas-Sassandra,1.14,2009
8683,Aïcha Yao,23,Danané,Man,Montagnes,1.26,1999
8684,Ibrahim Traoré,105,Danané,Man,Montagnes,0.72,2017
8685,Adjoba Dosso,106,Bingerville,Abidjan,Lagunes,3.1,1994
8686,Arnaud N’Guessan,11,Divo,Gagnoa,Gôh-Djiboua,2.58,1994
8687,Moussa Coulibaly,23,Yamoussoukro,Yamoussoukro,Lacs,2.54,1996
8688,Cédric N’Guessan,118,Danané,Man,Montagnes,0.94,2017
8689,Arnaud Kouassi,22,Sassandra,San-Pédro,Bas-Sassandra,5.64,2004
8690,Salimata Diabaté,87,Issia,Daloa,Sassandra-Marahoué,7.34,1998
8691,Gaston Bamba,11,Ouragahio,Gagnoa,Fromager,5.17,2001
8692,Fatou N’Guessan,43,Issia,Daloa,Sassandra-Marahoué,2.88,2006
8693,Kouakou Ouattara,107,Anyama,Abidjan,Lagunes,1.23,1996
8694,Didier Koné,112,Guiglo,Man,Montagnes,1.35,1992
8695,Yao Soro,95,Soubré,San-Pédro,Bas-Sassandra,6.02,2009
8696,Abdou Diabaté,98,Man,Man,Montagnes,3.77,2016
8697,Abdou Assé,92,Yamoussoukro,Yamoussoukro,Lacs,1.17,2007
8698,Koffi Koné,64,Vavoua,Daloa,Sassandra-Marahoué,3.27,2014
8699,Yacouba N’Guessan,74,Agboville,Agboville,Agnéby-Tiassa,2.94,2005
8700,Yao Kacou,19,Issia,Daloa,Sassandra-Marahoué,2.34,2012
8701,Kouakou Touré,36,Danané,Man,Montagnes,4.52,2003
8702,Salimata Diabaté,30,Issia,Daloa,Sassandra-Marahoué,2.55,2019
8703,Moussa Ouattara,87,Vavoua,Daloa,Sassandra-Marahoué,1.43,2013
8704,Arnaud Diabaté,112,Ouragahio,Gagnoa,Fromager,2.36,2003
8705,Aminata Kouamé,115,Toumodi,Yamoussoukro,Lacs,3.04,2017
8706,Abdou Koné,91,Guiglo,Man,Montagnes,0.89,1993
8707,Mariam Coulibaly,11,Abidjan,Abidjan,Lagunes,6.57,2021
8708,Aya Kacou,59,San-Pédro,San-Pédro,Bas-Sassandra,1.69,2000
8709,Gaston Kacou,56,Divo,Gagnoa,Gôh-Djiboua,3.94,2002
8710,Yacouba Coulibaly,55,Tiassalé,Agboville,Agnéby-Tiassa,4.9,1995
8711,Kouakou Yao,2,Oumé,Gagnoa,Fromager,1.2,1997
8712,Kouadio Kacou,89,Vavoua,Daloa,Sassandra-Marahoué,2.28,1995
8713,Mariam Touré,70,Daloa,Daloa,Sassandra-Marahoué,2.59,2007
8714,Kouadio Traoré,118,Guiglo,Man,Montagnes,1.89,2012
8715,Arnaud Kacou,48,Soubré,San-Pédro,Bas-Sassandra,2.74,2002
8716,Aristide Coulibaly,85,Anyama,Abidjan,Lagunes,2.69,2021
8717,Yao Diabaté,98,Man,Man,Montagnes,3.18,2008
8718,Fatou Kouassi,69,Sassandra,San-Pédro,Bas-Sassandra,5.46,2010
8719,Gaston N’Guessan,83,Yamoussoukro,Yamoussoukro,Lacs,3.88,1990
8720,Didier Bamba,44,Bingerville,Abidjan,Lagunes,2.73,2000
8721,Kouadio Diabaté,74,Ouragahio,Gagnoa,Fromager,4.22,1990
8722,Yves Assé,16,Guiglo,Man,Montagnes,2.79,1992
8723,Aristide Coulibaly,10,Daloa,Daloa,Sassandra-Marahoué,5.6,2017
8724,Gaston Fofana,79,Bingerville,Abidjan,Lagunes,2.31,2013
8725,Cédric Traoré,69,Gagnoa,Gagnoa,Gôh-Djiboua,6.61,2021
8726,Salimata Assé,60,Sassandra,San-Pédro,Bas-Sassandra,2.39,1991
8727,Cédric Kouamé,14,Agboville,Agboville,Agnéby-Tiassa,2.76,2014
8728,Yves Traoré,115,Bingerville,Abidjan,Lagunes,1.52,2014
8729,Kouakou Kouamé,86,Bingerville,Abidjan,Lagunes,4.24,1992
8730,Abdou Kouamé,83,Danané,Man,Montagnes,10.27,2017
8731,Aïcha Bamba,3,Bingerville,Abidjan,Lagunes,5.42,2019
8732,Didier N’Guessan,119,Guiglo,Man,Montagnes,2.36,2007
8733,Ibrahim Ouattara,88,Tiassalé,Agboville,Agnéby-Tiassa,3.08,2011
8734,Kouadio Kouamé,39,Soubré,San-Pédro,Bas-Sassandra,2.29,2000
8735,Adjoba Dosso,73,Yamoussoukro,Yamoussoukro,Lacs,3.99,2008
8736,Gaston Touré,34,San-Pédro,San-Pédro,Bas-Sassandra,1.33,2007
8737,Kouakou Dosso,63,Soubré,San-Pédro,Bas-Sassandra,2.16,2021
8738,Aïcha Soro,5,Man,Man,Montagnes,1.62,1993
8739,Gaston Yao,41,Man,Man,Montagnes,0.74,2018
8740,Salimata Dosso,1,Lakota,Gagnoa,Gôh-Djiboua,2.47,2014
8741,Yacouba Dosso,4,Agboville,Agboville,Agnéby-Tiassa,6.44,2010
8742,Aristide Bamba,3,Toumodi,Yamoussoukro,Lacs,2.09,1994
8743,Didier Fofana,18,Oumé,Gagnoa,Fromager,2.37,2018
8744,Yves Dosso,41,Bingerville,Abidjan,Lagunes,3.55,1998
8745,Yacouba Fofana,35,Yamoussoukro,Yamoussoukro,Lacs,2.55,1994
8746,Abdou Kouamé,41,Tiassalé,Agboville,Agnéby-Tiassa,5.81,2015
8747,Kouakou Assé,120,Soubré,San-Pédro,Bas-Sassandra,1.63,1991
8748,Fatou Koné,19,Gagnoa,Gagnoa,Gôh-Djiboua,2.53,2009
8749,Salimata Soro,38,Danané,Man,Montagnes,2.09,2009
8750,Moussa Kouamé,88,Guiglo,Man,Montagnes,1.64,1993
8751,Arnaud Kouassi,51,Tiassalé,Agboville,Agnéby-Tiassa,3.44,1994
8752,Salimata Koné,51,Anyama,Abidjan,Lagunes,4.11,1992
8753,Gaston Kouassi,39,Divo,Gagnoa,Gôh-Djiboua,2.1,1996
8754,Salimata N’Guessan,60,Sassandra,San-Pédro,Bas-Sassandra,1.61,2001
8755,Aïcha Traoré,39,San-Pédro,San-Pédro,Bas-Sassandra,1.83,2000
8756,Mariam Yao,41,Gagnoa,Gagnoa,Gôh-Djiboua,2.81,2019
8757,Adjoba Yao,54,Oumé,Gagnoa,Fromager,2.72,1999
8758,Didier Diabaté,36,Abidjan,Abidjan,Lagunes,6.56,1998
8759,Abdou Diabaté,51,Oumé,Gagnoa,Fromager,1.03,1993
8760,Yacouba Yao,14,Tiassalé,Agboville,Agnéby-Tiassa,0.8,2008
8761,Kouadio Coulibaly,28,Toumodi,Yamoussoukro,Lacs,7.96,1996
8762,Adjoba N’Guessan,106,Agboville,Agboville,Agnéby-Tiassa,2.49,1992
8763,Ibrahim Coulibaly,71,Issia,Daloa,Sassandra-Marahoué,3.45,2014
8764,Cédric Assé,45,Man,Man,Montagnes,3.51,2000
8765,Aminata Bamba,2,Tiassalé,Agboville,Agnéby-Tiassa,6.51,2008
8766,Aristide Soro,10,Vavoua,Daloa,Sassandra-Marahoué,4.77,2006
8767,Aïcha N’Guessan,78,Soubré,San-Pédro,Bas-Sassandra,2.02,1995
8768,Didier Assé,46,Abidjan,Abidjan,Lagunes,2.34,2017
8769,Yves Kouassi,90,Man,Man,Montagnes,2.6,2006
8770,Aïcha Fofana,98,Yamoussoukro,Yamoussoukro,Lacs,6.84,2019
8771,Cédric Koné,48,Agboville,Agboville,Agnéby-Tiassa,2.74,2016
8772,Yao Kacou,6,Daloa,Daloa,Sassandra-Marahoué,4.22,2014
8773,Yves Diabaté,84,Vavoua,Daloa,Sassandra-Marahoué,2.52,1991
8774,Aïcha Yao,89,Oumé,Gagnoa,Fromager,1.83,2020
8775,Yacouba Touré,11,Sassandra,San-Pédro,Bas-Sassandra,1.02,2016
8776,Gaston Kouamé,24,Agboville,Agboville,Agnéby-Tiassa,2.12,1996
8777,Yao Yao,48,Vavoua,Daloa,Sassandra-Marahoué,1.76,1999
8778,Adjoba Fofana,46,Agboville,Agboville,Agnéby-Tiassa,1.67,2013
8779,Koffi Kouamé,40,Toumodi,Yamoussoukro,Lacs,3.84,1990
8780,Ismaël Yao,55,Gagnoa,Gagnoa,Gôh-Djiboua,3.7,1994
8781,Yao Kouassi,13,Lakota,Gagnoa,Gôh-Djiboua,1.35,2003
8782,Mariam Traoré,111,San-Pédro,San-Pédro,Bas-Sassandra,5.39,1996
8783,Kouakou Yao,89,Sassandra,San-Pédro,Bas-Sassandra,2.24,2013
8784,Abdou Assé,79,Abidjan,Abidjan,Lagunes,2.43,1993
8785,Aïcha Soro,53,Yamoussoukro,Yamoussoukro,Lacs,2.33,2007
8786,Didier Yao,2,Anyama,Abidjan,Lagunes,1.14,2005
8787,Aristide Bamba,11,Bingerville,Abidjan,Lagunes,2.64,2008
8788,Koffi Kouamé,17,Tiassalé,Agboville,Agnéby-Tiassa,3.26,1990
8789,Aya Coulibaly,116,Soubré,San-Pédro,Bas-Sassandra,2.32,1998
8790,Yao Kacou,40,Agboville,Agboville,Agnéby-Tiassa,3.15,1995
8791,Yao Diabaté,77,San-Pédro,San-Pédro,Bas-Sassandra,1.61,1991
8792,Didier Ouattara,113,Yamoussoukro,Yamoussoukro,Lacs,3.05,1997
8793,Gaston Dosso,15,Anyama,Abidjan,Lagunes,1.33,2016
8794,Yacouba Dosso,4,Man,Man,Montagnes,2.69,1995
8795,Yao Kouassi,10,Sassandra,San-Pédro,Bas-Sassandra,4.8,2005
8796,Didier Bamba,8,Ouragahio,Gagnoa,Fromager,2.05,2020
8797,Yves Diabaté,81,Ouragahio,Gagnoa,Fromager,3.66,2020
8798,Aristide Bamba,105,Sassandra,San-Pédro,Bas-Sassandra,2.19,1993
8799,Cédric Ouattara,29,Gagnoa,Gagnoa,Gôh-Djiboua,1.42,2016
8800,Yacouba Touré,99,Ouragahio,Gagnoa,Fromager,3.18,2001
8801,Yacouba Fofana,68,Divo,Gagnoa,Gôh-Djiboua,4.05,2005
8802,Aya N’Guessan,44,Bingerville,Abidjan,Lagunes,2.66,2004
8803,Salimata Diabaté,92,Vavoua,Daloa,Sassandra-Marahoué,2.08,1996
8804,Aya Ouattara,44,Abidjan,Abidjan,Lagunes,3.74,1994
8805,Adjoba Kacou,38,Toumodi,Yamoussoukro,Lacs,2.5,2021
8806,Cédric Fofana,62,Toumodi,Yamoussoukro,Lacs,1.72,2005
8807,Aristide Assé,23,Anyama,Abidjan,Lagunes,1.8,2007
8808,Fatou Kacou,93,Abidjan,Abidjan,Lagunes,0.93,2015
8809,Yao N’Guessan,98,San-Pédro,San-Pédro,Bas-Sassandra,2.29,2017
8810,Aïcha Ouattara,117,Abidjan,Abidjan,Lagunes,2.75,2006
8811,Gaston Coulibaly,1,Abidjan,Abidjan,Lagunes,2.38,2007
8812,Koffi Coulibaly,73,Anyama,Abidjan,Lagunes,4.64,2018
8813,Aminata Fofana,107,Toumodi,Yamoussoukro,Lacs,0.94,2002
8814,Salimata Dosso,15,Ouragahio,Gagnoa,Fromager,1.97,1996
8815,Gaston Diabaté,36,Anyama,Abidjan,Lagunes,2.08,2000
8816,Yves Dosso,51,Oumé,Gagnoa,Fromager,3.98,2013
8817,Aya Bamba,119,San-Pédro,San-Pédro,Bas-Sassandra,6.4,2000
8818,Arnaud Assé,20,Ouragahio,Gagnoa,Fromager,2.56,2017
8819,Koffi Bamba,113,Oumé,Gagnoa,Fromager,6.59,2005
8820,Kouadio Dosso,8,Anyama,Abidjan,Lagunes,2.89,2013
8821,Kouakou Coulibaly,112,Lakota,Gagnoa,Gôh-Djiboua,2.61,2006
8822,Aminata Kouassi,116,Guiglo,Man,Montagnes,3.08,1990
8823,Adjoba Coulibaly,72,Guiglo,Man,Montagnes,2.6,2013
8824,Adjoba Koné,66,Ouragahio,Gagnoa,Fromager,5.18,2008
8825,Abdou Soro,119,Oumé,Gagnoa,Fromager,1.23,2019
8826,Yao Touré,50,San-Pédro,San-Pédro,Bas-Sassandra,1.33,2001
8827,Fatou Diabaté,96,Issia,Daloa,Sassandra-Marahoué,1.73,2016
8828,Moussa Koné,81,Divo,Gagnoa,Gôh-Djiboua,3.69,2005
8829,Fatou Yao,16,Man,Man,Montagnes,7.66,2019
8830,Moussa Kacou,33,Yamoussoukro,Yamoussoukro,Lacs,3.51,2009
8831,Cédric Ouattara,95,Divo,Gagnoa,Gôh-Djiboua,2.66,1999
8832,Abdou Soro,69,Soubré,San-Pédro,Bas-Sassandra,1.84,2021
8833,Aya N’Guessan,5,Yamoussoukro,Yamoussoukro,Lacs,2.12,1996
8834,Arnaud Kouassi,8,Soubré,San-Pédro,Bas-Sassandra,4.89,2017
8835,Aristide Diabaté,117,Bingerville,Abidjan,Lagunes,1.2,2014
8836,Salimata Kacou,42,Danané,Man,Montagnes,3.38,2019
8837,Aristide Dosso,73,Sassandra,San-Pédro,Bas-Sassandra,2.39,2002
8838,Koffi Dosso,62,Abidjan,Abidjan,Lagunes,2.12,2012
8839,Koffi Kacou,9,Ouragahio,Gagnoa,Fromager,3.88,2000
8840,Aya Assé,96,Tiassalé,Agboville,Agnéby-Tiassa,1.1,2009
8841,Cédric Yao,44,Yamoussoukro,Yamoussoukro,Lacs,5.83,1992
8842,Ibrahim Touré,32,San-Pédro,San-Pédro,Bas-Sassandra,4.13,2021
8843,Yao Coulibaly,10,Man,Man,Montagnes,3.5,2014
8844,Didier Ouattara,12,Lakota,Gagnoa,Gôh-Djiboua,2.15,2020
8845,Ibrahim Kacou,2,Toumodi,Yamoussoukro,Lacs,3.42,2012
8846,Aïcha Touré,97,Soubré,San-Pédro,Bas-Sassandra,4.75,1994
8847,Kouakou Kacou,24,Ouragahio,Gagnoa,Fromager,1.66,1996
8848,Didier Koné,106,Lakota,Gagnoa,Gôh-Djiboua,2.92,2014
8849,Ibrahim Yao,10,Soubré,San-Pédro,Bas-Sassandra,5.05,1996
8850,Abdou Kacou,91,Soubré,San-Pédro,Bas-Sassandra,2.45,2012
8851,Cédric Kacou,66,Soubré,San-Pédro,Bas-Sassandra,8.83,2015
8852,Adjoba Koné,16,Soubré,San-Pédro,Bas-Sassandra,3.96,1991
8853,Fatou Kacou,62,Gagnoa,Gagnoa,Gôh-Djiboua,3.89,2021
8854,Arnaud Bamba,113,San-Pédro,San-Pédro,Bas-Sassandra,1.32,1990
8855,Mariam Koné,113,Lakota,Gagnoa,Gôh-Djiboua,1.56,2006
8856,Koffi Traoré,99,Lakota,Gagnoa,Gôh-Djiboua,3.9,2018
8857,Gaston Assé,61,Yamoussoukro,Yamoussoukro,Lacs,3.3,1991
8858,Fatou Touré,91,Guiglo,Man,Montagnes,5.57,2012
8859,Ibrahim Coulibaly,3,Anyama,Abidjan,Lagunes,1.81,2006
8860,Ibrahim Soro,58,Ouragahio,Gagnoa,Fromager,4.92,1992
8861,Moussa Diabaté,29,Ouragahio,Gagnoa,Fromager,3.75,2019
8862,Moussa Dosso,30,Agboville,Agboville,Agnéby-Tiassa,2.11,2016
8863,Mariam Bamba,99,Divo,Gagnoa,Gôh-Djiboua,5.21,2012
8864,Yao Bamba,99,Ouragahio,Gagnoa,Fromager,1.9,2013
8865,Koffi Traoré,77,Abidjan,Abidjan,Lagunes,2.35,1999
8866,Arnaud Kacou,81,Lakota,Gagnoa,Gôh-Djiboua,5.83,2012
8867,Cédric Diabaté,83,Yamoussoukro,Yamoussoukro,Lacs,1.23,2006
8868,Kouakou Ouattara,35,Yamoussoukro,Yamoussoukro,Lacs,5.14,1998
8869,Aïcha Kouamé,60,Guiglo,Man,Montagnes,2.75,2006
8870,Moussa Yao,65,Daloa,Daloa,Sassandra-Marahoué,3.69,2002
8871,Didier Bamba,28,Anyama,Abidjan,Lagunes,5.42,1993
8872,Fatou Coulibaly,104,Danané,Man,Montagnes,1.84,2015
8873,Arnaud Koné,96,San-Pédro,San-Pédro,Bas-Sassandra,5.74,1990
8874,Salimata Yao,79,Soubré,San-Pédro,Bas-Sassandra,3.2,1999
8875,Gaston Yao,115,Man,Man,Montagnes,2.11,2012
8876,Ibrahim Coulibaly,40,Sassandra,San-Pédro,Bas-Sassandra,1.43,2012
8877,Ismaël Traoré,22,Issia,Daloa,Sassandra-Marahoué,3.99,2005
8878,Moussa Ouattara,50,Danané,Man,Montagnes,1.81,1994
8879,Ismaël Soro,59,San-Pédro,San-Pédro,Bas-Sassandra,3.22,1995
8880,Cédric Kouassi,37,Tiassalé,Agboville,Agnéby-Tiassa,2.89,2003
8881,Adjoba Assé,87,Danané,Man,Montagnes,2.14,1993
8882,Ibrahim Kacou,97,Tiassalé,Agboville,Agnéby-Tiassa,1.22,2016
8883,Ibrahim Traoré,28,Ouragahio,Gagnoa,Fromager,2.15,2020
8884,Yves Soro,56,Yamoussoukro,Yamoussoukro,Lacs,3.29,2014
8885,Koffi Assé,72,Yamoussoukro,Yamoussoukro,Lacs,3.29,1992
8886,Koffi Diabaté,71,Daloa,Daloa,Sassandra-Marahoué,3.2,2013
8887,Gaston Coulibaly,6,Gagnoa,Gagnoa,Gôh-Djiboua,1.92,1996
8888,Fatou Kouassi,106,Guiglo,Man,Montagnes,1.03,1993
8889,Yao Koné,12,San-Pédro,San-Pédro,Bas-Sassandra,4.61,2005
8890,Kouakou Yao,45,Guiglo,Man,Montagnes,3.29,2007
8891,Ibrahim Kouassi,36,Soubré,San-Pédro,Bas-Sassandra,2.91,2013
8892,Salimata Coulibaly,97,Bingerville,Abidjan,Lagunes,1.83,2018
8893,Aminata Traoré,112,Sassandra,San-Pédro,Bas-Sassandra,3.37,2004
8894,Aïcha Kouassi,18,Agboville,Agboville,Agnéby-Tiassa,8.08,2018
8895,Abdou Ouattara,1,Guiglo,Man,Montagnes,6.12,2020
8896,Moussa Kouamé,51,Guiglo,Man,Montagnes,1.85,2018
8897,Yacouba Traoré,16,Yamoussoukro,Yamoussoukro,Lacs,2.85,1997
8898,Arnaud Koné,83,Danané,Man,Montagnes,3.06,2016
8899,Ibrahim Traoré,95,Yamoussoukro,Yamoussoukro,Lacs,3.5,1995
8900,Mariam Soro,75,Gagnoa,Gagnoa,Gôh-Djiboua,3.85,2011
8901,Aminata Touré,47,Toumodi,Yamoussoukro,Lacs,1.56,2014
8902,Ismaël Ouattara,20,Daloa,Daloa,Sassandra-Marahoué,1.37,2016
8903,Abdou Kouamé,30,Anyama,Abidjan,Lagunes,1.75,2004
8904,Aminata Koné,93,Sassandra,San-Pédro,Bas-Sassandra,2.22,2011
8905,Aminata Assé,22,Vavoua,Daloa,Sassandra-Marahoué,0.65,2015
8906,Arnaud Fofana,85,Agboville,Agboville,Agnéby-Tiassa,6.47,2007
8907,Koffi Kouamé,36,San-Pédro,San-Pédro,Bas-Sassandra,4.38,1990
8908,Aya Koné,16,Oumé,Gagnoa,Fromager,3.92,1992
8909,Abdou N’Guessan,76,Agboville,Agboville,Agnéby-Tiassa,1.85,1995
8910,Abdou Traoré,90,Abidjan,Abidjan,Lagunes,2.09,2011
8911,Mariam Kouassi,90,San-Pédro,San-Pédro,Bas-Sassandra,1.53,2013
8912,Didier Bamba,77,Ouragahio,Gagnoa,Fromager,4.96,1995
8913,Didier N’Guessan,114,Issia,Daloa,Sassandra-Marahoué,1.11,1998
8914,Kouakou Bamba,5,Bingerville,Abidjan,Lagunes,1.01,2004
8915,Cédric Coulibaly,99,Agboville,Agboville,Agnéby-Tiassa,4.93,2019
8916,Kouakou Dosso,47,Tiassalé,Agboville,Agnéby-Tiassa,1.74,2013
8917,Arnaud Assé,91,Danané,Man,Montagnes,2.26,2011
8918,Ibrahim Kouassi,85,Abidjan,Abidjan,Lagunes,2.86,2016
8919,Didier Bamba,5,Abidjan,Abidjan,Lagunes,3.77,1997
8920,Yves Diabaté,40,Agboville,Agboville,Agnéby-Tiassa,1.29,1990
8921,Aristide N’Guessan,111,Gagnoa,Gagnoa,Gôh-Djiboua,1.23,1997
8922,Yacouba Traoré,93,Gagnoa,Gagnoa,Gôh-Djiboua,2.39,2005
8923,Gaston Kacou,98,Yamoussoukro,Yamoussoukro,Lacs,2.82,2007
8924,Salimata Kouamé,117,Ouragahio,Gagnoa,Fromager,2.74,2020
8925,Salimata Bamba,85,Guiglo,Man,Montagnes,2.06,2012
8926,Yves Kacou,60,Sassandra,San-Pédro,Bas-Sassandra,2.19,1995
8927,Yacouba Diabaté,3,Soubré,San-Pédro,Bas-Sassandra,3.37,2002
8928,Abdou Koné,47,Vavoua,Daloa,Sassandra-Marahoué,5.15,2012
8929,Ibrahim Fofana,58,Daloa,Daloa,Sassandra-Marahoué,0.56,2009
8930,Yves Traoré,70,Tiassalé,Agboville,Agnéby-Tiassa,3.55,2009
8931,Gaston Yao,8,Yamoussoukro,Yamoussoukro,Lacs,2.26,2006
8932,Abdou Traoré,85,Issia,Daloa,Sassandra-Marahoué,1.12,2017
8933,Yao Assé,66,Tiassalé,Agboville,Agnéby-Tiassa,6.24,1994
8934,Aristide Diabaté,90,Soubré,San-Pédro,Bas-Sassandra,3.94,2013
8935,Ismaël Kouassi,80,Yamoussoukro,Yamoussoukro,Lacs,2.53,2005
8936,Salimata Dosso,109,Gagnoa,Gagnoa,Gôh-Djiboua,3.23,2006
8937,Aïcha Assé,109,Yamoussoukro,Yamoussoukro,Lacs,4.6,2001
8938,Cédric Assé,104,Lakota,Gagnoa,Gôh-Djiboua,6.15,2006
8939,Cédric Kacou,70,Yamoussoukro,Yamoussoukro,Lacs,1.63,1997
8940,Didier Yao,11,Soubré,San-Pédro,Bas-Sassandra,1.78,1999
8941,Cédric Assé,42,Bingerville,Abidjan,Lagunes,2.68,1996
8942,Ismaël N’Guessan,117,Toumodi,Yamoussoukro,Lacs,3.05,2021
8943,Cédric Diabaté,83,Ouragahio,Gagnoa,Fromager,5.29,1992
8944,Kouakou Traoré,91,Lakota,Gagnoa,Gôh-Djiboua,4.29,2021
8945,Mariam Kouamé,113,Vavoua,Daloa,Sassandra-Marahoué,7.6,2011
8946,Aïcha Kouamé,90,Lakota,Gagnoa,Gôh-Djiboua,3.94,2021
8947,Didier Kouamé,107,Issia,Daloa,Sassandra-Marahoué,5.31,2010
8948,Yacouba Soro,2,Agboville,Agboville,Agnéby-Tiassa,1.5,1996
8949,Koffi Touré,30,Agboville,Agboville,Agnéby-Tiassa,1.85,2007
8950,Aminata Fofana,54,Guiglo,Man,Montagnes,3.64,1990
